stock_code,description,revenue,sold_units,orders,return_value,return_units,cancelled_orders,return_unit_rate
23210,WHITE ROCKING HORSE HAND PAINTED,3617.78,2902,192,219.76,200.0,4.0,0.06447453255963895
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3608.5799999999995,2162,194,75.89999999999999,46.0,11.0,0.020833333333333332
22053,EMPIRE DESIGN ROSETTE,3606.4199999999996,4244,28,1.25,1.0,1.0,0.00023557126030624264
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.99,317,104,51.0,4.0,2.0,0.012461059190031152
23091,ZINC HERB GARDEN CONTAINER,3585.39,567,204,43.75,7.0,4.0,0.012195121951219513
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3585.02,1835,318,16.5,10.0,1.0,0.005420054200542005
22348,TEA BAG PLATE RED RETROSPOT,3584.99,4086,358,10.2,12.0,1.0,0.0029282576866764276
71477,COLOURED GLASS STAR T-LIGHT HOLDER,3584.9100000000003,1013,52,3443.62,1228.0,31.0,0.5479696564033913
23497,CLASSIC CHROME BICYCLE BELL,3582.97,2501,193,17.4,12.0,1.0,0.00477516912057302
21494,ROTATING LEAVES T-LIGHT HOLDER,3578.83,1934,313,2.5,2.0,1.0,0.0010330578512396695
22908,PACK OF 20 NAPKINS RED APPLES,3573.83,4385,375,2.55,3.0,2.0,0.0006836827711941659
23332,IVORY WICKER HEART LARGE,3570.7599999999998,2076,287,3.3,2.0,1.0,0.0009624639076034649
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,3564.49,871,203,37.5,10.0,6.0,0.011350737797956867
20717,STRAWBERRY SHOPPER BAG,3564.48,2857,412,27.5,22.0,2.0,0.007641542202153525
85132C,CHARLIE AND LOLA FIGURES TINS,3562.3199999999997,1520,211,9.75,5.0,4.0,0.003278688524590164
22180,RETROSPOT LAMP,3561.3399999999997,334,155,194.64999999999998,20.0,12.0,0.05649717514124294
22669,RED BABY BUNTING,3559.0,1128,234,127.49999999999999,50.0,1.0,0.042444821731748725
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3557.9399999999996,2158,276,4.949999999999999,3.0,2.0,0.0013882461823229986
21974,SET OF 36 PAISLEY FLOWER DOILIES,3545.6,2219,360,88.44999999999999,61.0,6.0,0.02675438596491228
21992,VINTAGE PAISLEY STATIONERY SET,3529.12,1913,436,0.0,0.0,0.0,0.0
21703,BAG 125g SWIRLY MARBLES,3528.89,9390,294,36.54,87.0,6.0,0.009180120291231402
22688,DOORMAT PEACE ON EARTH BLUE,3519.6600000000003,705,32,0.0,0.0,0.0,0.0
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3517.5199999999995,4016,327,19.919999999999998,24.0,2.0,0.005940594059405941
23189,SET OF 12 FORK CANDLES,3507.51,1249,141,2.89,1.0,1.0,0.0008
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3507.17,1330,231,0.0,0.0,0.0,0.0
22760,"TRAY, BREAKFAST IN BED",3491.8599999999997,275,80,74.7,6.0,6.0,0.021352313167259787
21238,RED RETROSPOT CUP,3488.44,3969,387,43.22,51.0,9.0,0.012686567164179104
21745,GAOLERS KEYS DECORATIVE GARDEN,3486.98,938,214,15.0,4.0,1.0,0.004246284501061571
82580,BATHROOM METAL SIGN,3474.31,5883,631,127.0,290.0,5.0,0.04697877855175765
22065,CHRISTMAS PUDDING TRINKET POT,3470.83,6751,241,22.02,22.0,8.0,0.0032481913479994093
22435,SET OF 9 HEART SHAPED BALLOONS,3456.75,2766,266,15.0,12.0,1.0,0.004319654427645789
23350,ROLL WRAP VINTAGE SPOT,3456.33,2721,305,30.0,24.0,2.0,0.008743169398907104
47567B,TEA TIME KITCHEN APRON,3456.15,609,133,46.3,8.0,5.0,0.012965964343598054
23426,METAL SIGN DROP YOUR PANTS,3450.21,1277,206,17.34,6.0,1.0,0.004676539360872954
21588,RETROSPOT GIANT TUBE MATCHES,3450.15,1497,132,2.55,1.0,1.0,0.0006675567423230974
21243,PINK  POLKADOT PLATE,3449.6,2065,185,13.52,8.0,1.0,0.003859141341051616
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,36,2.55,1.0,1.0,0.0006127450980392157
21385,IVORY HANGING DECORATION  HEART,3447.5499999999997,3889,317,1.7,2.0,1.0,0.0005140066820868671
21463,MIRRORED DISCO BALL,3446.9500000000003,651,134,216.9,42.0,8.0,0.06060606060606061
22300,COFFEE MUG DOG + BALL DESIGN,3444.91,1542,196,33.15,13.0,5.0,0.008360128617363344
23156,SET OF 5 MINI GROCERY MAGNETS,3437.85,1672,205,49.92,24.0,2.0,0.014150943396226415
23354,6 GIFT TAGS 50'S CHRISTMAS,3431.89,3743,322,49.8,60.0,3.0,0.015777018143570864
21497,FANCY FONTS BIRTHDAY WRAP,3430.0,8600,230,0.0,0.0,0.0,0.0
23388,WOODLAND MINI BACKPACK,3427.94,820,152,0.0,0.0,0.0,0.0
23014,GLASS APOTHECARY BOTTLE ELIXIR,3427.4800000000005,858,209,35.55,9.0,3.0,0.010380622837370242
23127,FELTCRAFT GIRL NICOLE KIT,3427.3500000000004,669,182,64.35000000000001,13.0,3.0,0.01906158357771261
22311,OFFICE MUG WARMER BLACK+SILVER,3418.51,1137,142,20.650000000000002,7.0,2.0,0.006118881118881119
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,230,33.75,9.0,3.0,0.009944751381215469
22782,SET 3 WICKER STORAGE BASKETS,3399.95,241,74,0.0,0.0,0.0,0.0
23239,SET OF 4 KNICK KNACK TINS POPPIES,3399.4900000000002,853,178,115.80000000000001,28.0,9.0,0.03178206583427923
21429,RED GINGHAM ROSE JEWELLERY BOX,3398.95,1744,286,74.1,42.0,9.0,0.023516237402015677
22029,SPACEBOY BIRTHDAY CARD,3397.65,8185,527,5.04,12.0,1.0,0.0014639502256923265
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3390.88,1005,313,82.60000000000001,28.0,2.0,0.027105517909002903
22653,BUTTON BOX,3380.45,1877,250,58.5,30.0,2.0,0.015731515469323543
79000,MOROCCAN TEA GLASS,3377.74,4186,125,6.050000000000001,9.0,4.0,0.0021454112038140644
23188,VINTAGE  2 METRE FOLDING RULER,3375.7,1628,152,23.099999999999994,14.0,3.0,0.008526187576126675
22776,SWEETHEART 3 TIER CAKE STAND,3371.58,284,158,863.0,93.0,40.0,0.246684350132626
21993,FLORAL FOLK STATIONERY SET,3363.34,1943,425,15.0,12.0,1.0,0.006138107416879796
22812,PACK 3 BOXES CHRISTMAS PANNETONE,3361.77,1650,161,40.949999999999996,21.0,3.0,0.012567324955116697
22563,HAPPY STENCIL CRAFT,3358.1800000000003,2831,281,1.25,1.0,1.0,0.00035310734463276836
22687,DOORMAT CHRISTMAS VILLAGE,3354.22,590,52,0.0,0.0,0.0,0.0
22432,WATERING CAN PINK BUNNY,3350.62,1720,277,27.299999999999997,14.0,3.0,0.008073817762399077
22079,RIBBON REEL HEARTS DESIGN,3348.39,1911,323,49.5,30.0,3.0,0.015455950540958269
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",3328.2,415,146,12.75,1.0,1.0,0.002403846153846154
22179,SET 10 LIGHTS NIGHT OWL,3317.4700000000003,461,119,178.95,29.0,6.0,0.05918367346938776
23065,LARGE DECO JEWELLERY STAND,3314.94,264,95,12.5,1.0,1.0,0.0037735849056603774
23395,BELLE JARDINIERE CUSHION COVER,3305.83,761,210,26.25,7.0,5.0,0.009114583333333334
22855,FINE WICKER HEART,3304.23,2644,237,15.0,12.0,1.0,0.004518072289156626
22962,JAM JAR WITH PINK LID,3294.91,3904,342,72.97,86.0,21.0,0.02155388471177945
22460,EMBOSSED GLASS TEALIGHT HOLDER,3289.75,2559,211,23.75,19.0,6.0,0.007370054305663305
22567,20 DOLLY PEGS RETROSPOT,3282.3,2470,222,32.7,26.0,5.0,0.010416666666666666
22244,3 HOOK HANGER MAGIC GARDEN,3280.1099999999997,1705,159,31.2,16.0,8.0,0.009296920395119116
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3279.21,6151,382,0.0,0.0,0.0,0.0
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3277.3100000000004,1173,138,64.9,22.0,4.0,0.018410041841004185
22430,ENAMEL WATERING CAN CREAM,3266.09,622,195,99.0,20.0,7.0,0.03115264797507788
23053,RECYCLED ACAPULCO MAT PINK,3262.57,365,164,8.25,1.0,1.0,0.00273224043715847
21868,POTTING SHED TEA MUG,3262.25,2479,302,99.41,85.0,10.0,0.03315132605304212
22187,GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,192,14.7,4.0,3.0,0.0031496062992125984
22746,POPPY'S PLAYHOUSE LIVINGROOM,3244.94,1451,328,25.200000000000003,12.0,2.0,0.008202323991797676
23393,HOME SWEET HOME CUSHION COVER,3230.41,807,229,78.75,21.0,6.0,0.025362318840579712
23230,WRAP ALPHABET DESIGN,3228.42,8001,235,31.5,75.0,3.0,0.009286775631500743
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,16.5,2.0,2.0,0.005449591280653951
20973,12 PENCIL SMALL TUBE WOODLAND,3216.1200000000003,4506,355,2.6,4.0,2.0,0.0008869179600886918
22360,GLASS JAR ENGLISH CONFECTIONERY,3210.52,1016,214,284.95,105.0,16.0,0.0936663693131133
21135,VICTORIAN  METAL POSTCARD SPRING,3207.69,2870,177,128.72,296.0,3.0,0.09349336702463676
22491,PACK OF 12 COLOURED PENCILS,3193.83,3959,219,10.2,12.0,1.0,0.0030219088390833542
23342,MINT DINER WALL CLOCK,3176.41,373,162,8.5,1.0,1.0,0.00267379679144385
21115,ROSE CARAVAN DOORSTOP,3174.84,566,162,0.0,0.0,0.0,0.0
23035,DRAWER KNOB CERAMIC IVORY,3173.89,2173,190,13.049999999999999,9.0,2.0,0.004124656278643446
23323,WHITE WICKER STAR,3155.1800000000003,1473,294,6.300000000000001,3.0,3.0,0.0020325203252032522
22465,HANGING METAL STAR LANTERN,3153.0899999999997,2060,198,42.15,27.0,7.0,0.012937230474365118
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3145.05,721,157,516.7,134.0,10.0,0.1567251461988304
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3139.2999999999997,267,98,127.5,10.0,3.0,0.036101083032490974
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3138.0,1815,224,42.25,25.0,2.0,0.01358695652173913
22778,GLASS CLOCHE SMALL,3131.02,804,142,223.12,64.0,18.0,0.07373271889400922
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1281,213,5.1,2.0,2.0,0.001558846453624318
23346,SPACEBOY BEAKER,3117.34,2632,184,7.5,6.0,1.0,0.002274450341167551
21240,BLUE POLKADOT CUP,3112.81,3573,325,30.34,36.0,5.0,0.00997506234413965
20754,RETROSPOT RED WASHING UP GLOVES,3090.96,1458,304,2.1,1.0,1.0,0.0006854009595613434
23461,SWEETHEART BIRD HOUSE,3082.71,857,94,16.6,4.0,1.0,0.004645760743321719
20828,GLITTER BUTTERFLY CLIPS,3079.88,1130,241,0.0,0.0,0.0,0.0
23188,VINTAGE  2 METER FOLDING RULER,3075.3699999999994,1845,181,23.099999999999994,14.0,3.0,0.007530930607853685
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3069.46,845,74,49.95,13.0,3.0,0.015151515151515152
22564,ALPHABET STENCIL CRAFT,3063.52,2702,186,464.17,437.0,2.0,0.13921631092704684
23329,DECORATIVE WICKER HEART LARGE,3056.3399999999997,1778,233,4.949999999999999,3.0,1.0,0.0016844469399213925
22810,SET OF 6 T-LIGHTS SNOWMEN,3045.6800000000003,952,165,140.1,54.0,2.0,0.0536779324055666
22604,SET OF 4 NAPKIN CHARMS CUTLERY,3044.76,1253,125,0.0,0.0,0.0,0.0
23242,TREASURE TIN BUFFALO BILL,3037.11,1476,214,56.160000000000004,27.0,3.0,0.017964071856287425
22972,CHILDREN'S SPACEBOY MUG,3032.99,1774,227,56.099999999999994,34.0,8.0,0.018805309734513276
22892,SET OF SALT AND PEPPER TOADSTOOLS,3029.1,2478,199,115.19,96.0,17.0,0.037296037296037296
22894,TABLECLOTH RED APPLES DESIGN,3027.3799999999997,305,122,0.0,0.0,0.0,0.0
23237,SET OF 4 KNICK KNACK TINS LEAF,3024.76,748,123,69.35000000000001,17.0,10.0,0.022222222222222223
21810,CHRISTMAS HANGING STAR WITH BELL,3022.79,5945,252,73.75,59.0,2.0,0.00982678214523651
22592,CARDHOLDER HOLLY WREATH METAL,3021.12,658,135,7.5,2.0,2.0,0.0030303030303030303
22945,CHRISTMAS METAL TAGS ASSORTED,3019.12,3003,172,200.57999999999998,258.0,5.0,0.07911683532658693
21714,CITRONELLA CANDLE GARDEN POT,3018.15,1657,225,25.0,20.0,5.0,0.011926058437686345
23390,DOLLY GIRL MINI BACKPACK,3008.9900000000002,743,161,4.15,1.0,1.0,0.0013440860215053765
23236,DOILEY STORAGE TIN,3004.46,1094,122,95.37,33.0,17.0,0.029281277728482696
22644,CERAMIC CHERRY CAKE MONEY BANK,3000.02,2223,276,13.05,9.0,4.0,0.004032258064516129
16161P,WRAP ENGLISH ROSE,2990.92,7226,248,10.5,25.0,1.0,0.0034478003034064267
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2987.82,1240,101,2.55,1.0,1.0,0.0008058017727639
21411,GINGHAM HEART  DOORSTOP RED,2982.0299999999997,793,241,25.5,6.0,1.0,0.007509386733416771
22331,WOODLAND PARTY BAG + STICKER SET,2975.14,1840,183,3.3,2.0,2.0,0.0010857763300760044
21625,VINTAGE UNION JACK APRON,2967.31,411,169,0.0,0.0,0.0,0.0
22906,12 MESSAGE CARDS WITH ENVELOPES,2959.4199999999996,1740,251,1.65,1.0,1.0,0.0005743825387708214
21918,SET 12 KIDS COLOUR  CHALK STICKS,2950.67,7200,369,6.72,16.0,3.0,0.0022172949002217295
22078,RIBBON REEL LACE DESIGN,2948.41,1381,192,0.0,0.0,0.0,0.0
85174,S/4 CACTI CANDLES,2946.88,617,157,14.15,3.0,3.0,0.004838709677419355
22990,COTTON APRON PANTRY DESIGN,2942.1800000000003,638,164,553.6999999999999,126.0,11.0,0.1649214659685864
35004B,SET OF 3 BLACK FLYING DUCKS,2934.8100000000004,577,111,136.8,30.0,8.0,0.04942339373970346
22777,GLASS CLOCHE LARGE,2934.53,350,57,41.65,5.0,4.0,0.014084507042253521
23211,RED ROCKING HORSE HAND PAINTED,2933.07,2331,160,30.0,24.0,1.0,0.01019108280254777
84568,GIRLS ALPHABET IRON ON PATCHES,2923.13,13882,147,0.0,0.0,0.0,0.0
22843,BISCUIT TIN VINTAGE GREEN,2911.27,451,126,67.5,10.0,8.0,0.021691973969631236
21313,GLASS HEART T-LIGHT HOLDER,2906.52,3336,214,23.62,31.0,10.0,0.009207009207009207
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2901.75,2278,140,19.81,16.0,3.0,0.006974716652136007
23290,SPACEBOY CHILDRENS BOWL,2899.1000000000004,2437,214,12.5,10.0,2.0,0.004086636697997548
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,963,38,1859.07,579.0,7.0,0.3754863813229572
23345,DOLLY GIRL BEAKER,2891.25,2455,174,8.75,7.0,2.0,0.002843216896831844
21976,PACK OF 60 MUSHROOM CAKE CASES,2886.9500000000003,5230,393,15.950000000000001,29.0,2.0,0.0055143563415097924
23283,DOORMAT VINTAGE LEAVES DESIGN,2881.18,430,91,57.45,7.0,2.0,0.016018306636155607
21990,MODERN FLORAL STATIONERY SET,2880.45,1679,366,15.0,12.0,1.0,0.007096392667060911
23427,STOOL HOME SWEET HOME,2873.08,238,114,22.9,2.0,2.0,0.008333333333333333
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,83,3.39,1.0,1.0,0.0013315579227696406
22426,ENAMEL WASH BOWL CREAM,2858.96,743,208,45.0,12.0,4.0,0.015894039735099338
23504,PLAYING CARDS JUBILEE UNION JACK,2857.64,1934,208,0.0,0.0,0.0,0.0
22797,CHEST OF DRAWERS GINGHAM HEART,2851.3599999999997,163,91,237.3,14.0,10.0,0.07909604519774012
23212,HEART WREATH DECORATION WITH BELL,2850.89,2288,185,75.0,60.0,3.0,0.02555366269165247
22930,BAKING MOULD HEART MILK CHOCOLATE,2849.35,1109,189,201.60000000000002,96.0,1.0,0.07966804979253111
22476,EMPIRE UNION JACK TV DINNER TRAY,2844.16,881,125,39.6,8.0,1.0,0.008998875140607425
22072,RED RETROSPOT TEA CUP AND SAUCER,2831.17,854,162,71.25,19.0,9.0,0.021764032073310423
22380,TOY TIDY SPACEBOY,2823.86,1316,285,77.7,37.0,6.0,0.027346637102734665
85178,VICTORIAN SEWING KIT,2823.83,2519,140,322.85,289.0,5.0,0.10292022792022792
47599B,BLUE PARTY BAGS,2822.32,1480,118,109.2,52.0,2.0,0.033942558746736295
21499,BLUE POLKADOT WRAP,2819.84,6952,217,82.5,225.0,2.0,0.03135014630068274
21563,RED HEART SHAPE LOVE BUCKET,2803.13,1395,159,0.0,0.0,0.0,0.0
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2786.0299999999997,171,112,244.9,18.0,7.0,0.09523809523809523
22794,SWEETHEART WIRE MAGAZINE RACK,2784.9,326,182,39.75,5.0,4.0,0.015105740181268883
22224,WHITE LOVEBIRD LANTERN,2767.01,835,164,11.8,4.0,2.0,0.004767580452920143
22925,BLUE GIANT GARDEN THERMOMETER,2763.42,450,182,47.6,8.0,5.0,0.017467248908296942
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.8999999999996,1702,202,3.3,2.0,2.0,0.0011737089201877935
22963,JAM JAR WITH GREEN LID,2761.56,3267,306,90.86,115.0,12.0,0.03400354819633353
22196,SMALL HEART MEASURING SPOONS,2759.2599999999998,2853,472,24.13,29.0,4.0,0.010062456627342124
23266,SET OF 3 WOODEN STOCKING DECORATION,2757.57,2064,319,15.0,12.0,1.0,0.005780346820809248
23542,WALL ART 70'S ALPHABET,2757.06,356,74,48.7,6.0,3.0,0.016574585635359115
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2755.1,1870,261,21.75,15.0,6.0,0.007957559681697613
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2754.4,2087,191,0.0,0.0,0.0,0.0
23341,PINK DINER WALL CLOCK,2749.85,308,121,0.0,0.0,0.0,0.0
22823,CHEST NATURAL WOOD 20 DRAWERS,2745.0,24,13,0.0,0.0,0.0,0.0
22974,CHILDRENS DOLLY GIRL MUG,2744.5399999999995,1607,204,33.0,20.0,7.0,0.012292562999385371
23100,SILVER BELLS TABLE DECORATION,2743.13,2169,257,1.25,1.0,1.0,0.0004608294930875576
22283,6 EGG HOUSE PAINTED WOOD,2742.33,301,155,31.8,4.0,2.0,0.013114754098360656
21985,PACK OF 12 HEARTS DESIGN TISSUES,2737.6299999999997,8803,427,0.0,0.0,0.0,0.0
23407,SET OF 2 TRAYS HOME SWEET HOME,2729.33,267,133,59.699999999999996,6.0,4.0,0.02197802197802198
20829,GLITTER HANGING BUTTERFLY STRING,2725.05,1315,194,205.26,120.0,6.0,0.08362369337979095
23333,IVORY WICKER HEART MEDIUM,2721.7,2110,233,15.0,12.0,1.0,0.005655042412818096
23164,REGENCY CAKE SLICE,2718.65,578,92,4.95,1.0,1.0,0.0017271157167530224
84832,ZINC WILLIE WINKIE  CANDLE STICK,2713.5499999999997,2934,268,10.2,12.0,1.0,0.004073319755600814
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2709.3,406,178,29.700000000000003,6.0,3.0,0.014563106796116505
21239,PINK  POLKADOT CUP,2709.04,3018,307,17.85,21.0,2.0,0.006910167818361303
22927,GREEN GIANT GARDEN THERMOMETER,2704.71,430,148,83.3,14.0,7.0,0.03153153153153153
22737,RIBBON REEL CHRISTMAS PRESENT,2695.8,1389,259,66.0,40.0,2.0,0.02799160251924423
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2694.56,1966,299,1.25,1.0,1.0,0.0005083884087442806
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2692.44,1396,105,579.81,505.0,4.0,0.26564965807469754
22691,DOORMAT WELCOME SUNRISE,2686.7200000000003,372,120,24.15,3.0,2.0,0.008
22702,BLACK AND WHITE CAT BOWL,2684.6499999999996,1363,49,0.0,0.0,0.0,0.0
22045,SPACEBOY GIFT WRAP,2683.84,6552,208,31.5,75.0,3.0,0.011317338162064282
22660,DOORMAT I LOVE LONDON,2678.96,364,102,0.0,0.0,0.0,0.0
21781,MA CAMPAGNE CUTLERY BOX,2676.75,169,101,283.15,21.0,8.0,0.11052631578947368
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,227,5.85,3.0,3.0,0.0021474588403722263
22130,PARTY CONE CHRISTMAS DECORATION,2664.6299999999997,2277,110,104.52999999999999,145.0,2.0,0.05986787778695293
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2663.62,926,104,0.0,0.0,0.0,0.0
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2663.5399999999995,1604,238,28.049999999999997,17.0,3.0,0.010487353485502776
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2655.13,801,227,164.1,50.0,22.0,0.05875440658049354
22902,TOTE BAG I LOVE LONDON,2650.08,1296,136,50.400000000000006,24.0,2.0,0.01818181818181818
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,102,30.599999999999998,12.0,1.0,0.011183597390493943
22792,FLUTED ANTIQUE CANDLE HOLDER,2643.33,2809,206,10.2,12.0,1.0,0.004253810705423609
22241,GARLAND WOODEN HAPPY EASTER,2641.93,1978,239,4.8100000000000005,4.0,3.0,0.0020181634712411706
35961,FOLKART ZINC HEART CHRISTMAS DEC,2640.8599999999997,2999,244,0.85,1.0,1.0,0.0003333333333333333
82600,N0 SINGING METAL SIGN,2639.42,1225,49,73.30000000000001,38.0,4.0,0.030087094220110848
23054,RECYCLED ACAPULCO MAT LAVENDER,2621.43,297,130,8.25,1.0,1.0,0.003355704697986577
21012,ANTIQUE ALL GLASS CANDLESTICK,2618.25,1171,199,6.300000000000001,3.0,1.0,0.002555366269165247
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2610.61,1211,232,79.80000000000001,38.0,5.0,0.03042433947157726
22830,UTILTY CABINET WITH HOOKS,2610.29,131,6,0.0,0.0,0.0,0.0
22700,BLACK AND WHITE DOG BOWL,2608.08,1198,52,31.300000000000004,22.0,4.0,0.018032786885245903
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2605.5,1710,274,18.849999999999998,13.0,3.0,0.0075449796865931515
22833,HALL CABINET WITH 3 DRAWERS,2603.5299999999997,76,5,0.0,0.0,0.0,0.0
22175,PINK OWL SOFT TOY,2600.13,879,171,5.9,2.0,2.0,0.0022701475595913734
22361,GLASS JAR DAISY FRESH COTTON WOOL,2598.23,729,268,35.0,12.0,6.0,0.016194331983805668
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2593.53,1904,195,16.25,13.0,2.0,0.006781429316640584
21500,PINK POLKADOT WRAP,2593.0,6350,213,0.0,0.0,0.0,0.0
22822,CREAM WALL PLANTER HEART SHAPED,2588.7000000000003,434,158,11.9,2.0,2.0,0.0045871559633027525
47559B,TEA TIME OVEN GLOVE,2588.65,2080,287,37.5,30.0,2.0,0.014218009478672985
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,122,337.80000000000007,156.0,2.0,0.14233576642335766
22610,PENS ASSORTED FUNNY FACE,2578.24,9608,216,0.0,0.0,0.0,0.0
21735,TWO DOOR CURIO CABINET,2577.45,212,83,382.95,33.0,13.0,0.1346938775510204
23534,STOP FOR TEA WALL ART,2572.7,518,41,41.650000000000006,7.0,1.0,0.013333333333333334
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2570.52,5078,522,6.72,16.0,1.0,0.0031409501374165686
23292,SPACEBOY CHILDRENS CUP,2558.82,2051,216,26.25,21.0,6.0,0.010135135135135136
22358,KINGS CHOICE TEA CADDY,2557.1200000000003,700,255,23.6,8.0,4.0,0.011299435028248588
22064,PINK DOUGHNUT TRINKET POT,2556.2,1734,241,57.599999999999994,36.0,14.0,0.020338983050847456
21452,TOADSTOOL MONEY BOX,2549.11,817,184,83.15,29.0,12.0,0.034278959810874705
21078,SET/20 STRAWBERRY PAPER NAPKINS,2540.39,2780,313,0.0,0.0,0.0,0.0
23131,MISTLETOE HEART WREATH CREAM,2539.63,625,110,24.9,6.0,2.0,0.009508716323296355
23424,GINGHAM RECIPE BOOK BOX,2529.42,466,135,4.95,1.0,1.0,0.0021413276231263384
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2528.15,1278,153,0.0,0.0,0.0,0.0
23681,LUNCH BAG RED VINTAGE DOILY,2526.69,1577,132,0.0,0.0,0.0,0.0
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2519.38,518,131,68.60000000000001,14.0,8.0,0.02631578947368421
22670,FRENCH WC SIGN BLUE METAL,2518.0,1883,301,6.25,5.0,2.0,0.0026483050847457626
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,114,2.55,1.0,1.0,0.0010224948875255625
23316,RED REFECTORY CLOCK,2511.59,251,110,9.95,1.0,1.0,0.003968253968253968
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,219,26.4,16.0,3.0,0.010723860589812333
22937,BAKING MOULD CHOCOLATE CUPCAKES,2507.14,950,157,33.15,13.0,2.0,0.013499480789200415
22075,6 RIBBONS ELEGANT CHRISTMAS,2503.3399999999997,1800,200,19.799999999999997,12.0,1.0,0.006622516556291391
21107,CREAM SLICE FLANNEL PINK SPOT,2501.56,904,97,0.0,0.0,0.0,0.0
23367,SET 12 COLOUR PENCILS SPACEBOY,2495.75,3285,282,10.4,16.0,1.0,0.004847016055740685
21903,MAN FLU METAL SIGN,2494.3300000000004,1162,180,27.300000000000004,13.0,2.0,0.011063829787234043
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,17.0,2.0,2.0,0.005797101449275362
23352,ROLL WRAP 50'S RED CHRISTMAS,2462.95,1803,212,15.0,12.0,1.0,0.006611570247933884
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2449.2999999999997,1474,159,6.6,4.0,2.0,0.0027063599458728013
23489,VINTAGE BELLS GARLAND,2443.35,821,149,0.0,0.0,0.0,0.0
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2443.04,1484,131,0.0,0.0,0.0,0.0
22374,AIRLINE BAG VINTAGE JET SET RED,2440.27,549,223,17.0,4.0,3.0,0.007233273056057866
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2430.44,939,255,133.5,66.0,4.0,0.06567164179104477
21875,KINGS CHOICE MUG,2429.38,2055,148,35.0,28.0,5.0,0.01344215074411906
23406,HOME SWEET HOME KEY HOLDER,2428.9100000000003,457,111,18.75,3.0,2.0,0.006521739130434782
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2428.1800000000003,825,195,0.0,0.0,0.0,0.0
22573,STAR WOODEN CHRISTMAS DECORATION,2427.25,2689,221,0.0,0.0,0.0,0.0
23265,SET OF 3 WOODEN TREE DECORATIONS,2423.54,1784,293,18.75,15.0,2.0,0.008337965536409116
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2420.34,934,206,17.700000000000003,6.0,1.0,0.006382978723404255
22811,SET OF 6 T-LIGHTS CACTI,2419.29,881,108,2.95,1.0,1.0,0.0011337868480725624
22437,SET OF 9 BLACK SKULL BALLOONS,2418.94,2830,226,8.5,10.0,1.0,0.0035211267605633804
21328,BALLOONS  WRITING SET,2418.68,1342,346,0.0,0.0,0.0,0.0
