customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_score,segment
12950,2011-12-07 13:17:00,3,1843.0,3,5,3,4,12,Potential loyalists
17015,2011-11-11 10:45:00,3,1842.56,29,4,4,4,12,Champions
16455,2011-10-07 12:17:00,7,1841.18,64,3,5,4,12,Loyal
13048,2011-11-25 13:23:00,4,1835.91,15,4,4,4,12,Champions
17702,2011-11-09 16:03:00,4,1824.37,31,4,4,4,12,Champions
17828,2011-11-17 08:41:00,4,1820.09,23,4,4,4,12,Champions
15220,2011-10-19 12:39:00,6,1778.96,52,3,5,4,12,Loyal
15594,2011-11-24 08:53:00,5,1771.78,16,4,4,4,12,Champions
17813,2011-11-25 16:13:00,5,1770.8799999999999,15,4,4,4,12,Champions
15950,2011-11-08 11:09:00,4,1765.51,32,4,4,4,12,Champions
15241,2011-10-04 09:05:00,8,1756.44,67,3,5,4,12,Loyal
15267,2011-11-17 15:59:00,5,1717.36,23,4,4,4,12,Champions
17147,2011-11-17 12:32:00,4,1714.59,23,4,4,4,12,Champions
12843,2011-10-05 12:09:00,8,1702.26,66,3,5,4,12,Loyal
17193,2011-11-04 12:47:00,7,1699.3000000000002,36,3,5,4,12,Loyal
13824,2011-11-07 12:41:00,5,1698.94,33,4,4,4,12,Champions
16671,2011-11-11 13:40:00,3,1692.27,29,4,4,4,12,Champions
13577,2011-11-14 15:19:00,4,1687.6000000000001,26,4,4,4,12,Champions
13149,2011-11-25 13:09:00,4,1676.06,15,4,4,4,12,Champions
17284,2011-10-10 14:38:00,6,1652.58,61,3,5,4,12,Loyal
14759,2011-12-05 12:03:00,3,1625.97,5,5,3,4,12,Potential loyalists
18161,2011-11-24 16:40:00,5,1618.69,16,4,4,4,12,Champions
14336,2011-11-23 11:40:00,4,1614.91,17,4,4,4,12,Champions
14312,2011-10-24 09:46:00,6,1611.59,47,3,5,4,12,Loyal
13614,2011-11-15 14:47:00,4,1610.46,25,4,4,4,12,Champions
16466,2011-11-06 11:35:00,7,1603.46,34,3,5,4,12,Loyal
17837,2011-10-28 16:13:00,8,1593.38,43,3,5,4,12,Loyal
15532,2011-11-14 14:51:00,4,1580.93,26,4,4,4,12,Champions
17671,2011-11-24 12:21:00,4,1572.71,16,4,4,4,12,Champions
13313,2011-11-17 16:48:00,5,1555.32,23,4,4,4,12,Champions
16369,2011-11-21 16:25:00,3,1553.66,19,4,4,4,12,Champions
15117,2011-11-25 08:12:00,5,1551.78,15,4,4,4,12,Champions
17159,2011-11-18 10:52:00,3,1538.88,22,4,4,4,12,Champions
16066,2011-11-23 11:54:00,5,1521.87,17,4,4,4,12,Champions
16748,2011-11-22 10:17:00,5,1515.9,18,4,4,4,12,Champions
16279,2011-11-18 15:00:00,3,1509.58,22,4,4,4,12,Champions
12937,2011-11-24 15:05:00,4,1504.27,16,4,4,4,12,Champions
15530,2011-11-18 12:25:00,4,1502.35,22,4,4,4,12,Champions
16762,2011-11-20 11:43:00,3,1501.38,20,4,4,4,12,Champions
15983,2011-11-17 17:34:00,4,1475.02,23,4,4,4,12,Champions
14404,2011-11-06 12:30:00,6,1474.32,34,3,5,4,12,Loyal
16348,2011-11-07 15:44:00,7,1469.45,33,3,5,4,12,Loyal
14541,2011-10-12 10:08:00,8,1461.65,59,3,5,4,12,Loyal
16059,2011-10-05 09:56:00,6,1459.8600000000001,66,3,5,4,12,Loyal
13477,2011-11-02 12:04:00,6,1454.58,38,3,5,4,12,Loyal
15426,2011-11-20 15:36:00,5,1447.39,20,4,4,4,12,Champions
14591,2011-11-24 13:57:00,4,1447.14,16,4,4,4,12,Champions
17073,2011-11-22 11:47:00,4,1446.09,18,4,4,4,12,Champions
15858,2011-11-24 12:48:00,5,1438.85,16,4,4,4,12,Champions
14035,2011-11-11 10:03:00,5,1428.02,29,4,4,4,12,Champions
15681,2011-11-14 16:30:00,5,1426.16,26,4,4,4,12,Champions
15106,2011-11-22 09:16:00,5,1422.52,18,4,4,4,12,Champions
16463,2011-11-18 14:01:00,4,1422.4,22,4,4,4,12,Champions
16571,2011-11-13 11:46:00,3,1421.69,27,4,4,4,12,Champions
15444,2011-11-30 17:37:00,2,1418.26,10,5,3,4,12,Potential loyalists
18116,2011-10-03 11:00:00,8,1418.03,68,3,5,4,12,Loyal
14748,2011-11-10 18:33:00,5,1415.75,30,4,4,4,12,Champions
16245,2011-11-16 10:14:00,3,1413.66,24,4,4,4,12,Champions
15563,2011-11-17 14:50:00,4,1400.44,23,4,4,4,12,Champions
13995,2011-11-24 14:22:00,5,1393.69,16,4,4,4,12,Champions
12775,2011-11-22 16:33:00,5,1386.04,18,4,4,4,12,Champions
18167,2011-11-16 15:56:00,3,1384.8600000000001,24,4,4,4,12,Champions
14116,2011-11-20 10:29:00,5,1382.74,20,4,4,4,12,Champions
16726,2011-11-13 14:53:00,5,1382.02,27,4,4,4,12,Champions
17621,2011-11-18 17:11:00,3,1379.9,22,4,4,4,12,Champions
16669,2011-11-16 12:26:00,3,1374.8700000000001,24,4,4,4,12,Champions
15411,2011-11-13 15:19:00,4,1358.88,27,4,4,4,12,Champions
17054,2011-11-11 12:56:00,5,1356.33,29,4,4,4,12,Champions
14064,2011-11-10 13:14:00,5,1353.74,30,4,4,4,12,Champions
15116,2011-11-22 12:25:00,4,1352.75,18,4,4,4,12,Champions
16079,2011-11-23 12:48:00,3,1352.0,17,4,4,4,12,Champions
17372,2011-10-30 11:37:00,8,1342.68,41,3,5,4,12,Loyal
15059,2011-10-30 11:35:00,9,1337.72,41,3,5,4,12,Loyal
15680,2011-11-30 13:46:00,3,1333.68,10,5,3,4,12,Potential loyalists
17932,2011-11-10 19:49:00,3,1331.57,30,4,4,4,12,Champions
17633,2011-11-08 13:25:00,4,1324.84,32,4,4,4,12,Champions
17095,2011-11-17 12:21:00,3,1324.16,23,4,4,4,12,Champions
12526,2011-12-09 12:09:00,3,1316.66,1,5,3,4,12,Potential loyalists
16464,2011-11-20 12:11:00,3,1314.68,20,4,4,4,12,Champions
14738,2011-10-28 08:56:00,7,1314.45,43,3,5,4,12,Loyal
14477,2011-11-20 11:11:00,4,1309.6,20,4,4,4,12,Champions
14297,2011-11-22 09:06:00,4,1305.33,18,4,4,4,12,Champions
12488,2011-11-30 08:50:00,3,1298.66,10,5,3,4,12,Potential loyalists
13538,2011-10-27 16:34:00,7,1280.85,44,3,5,4,12,Loyal
16660,2011-11-23 14:53:00,4,1267.6499999999999,17,4,4,4,12,Champions
15009,2011-11-27 13:35:00,3,1261.78,13,5,3,4,12,Potential loyalists
16639,2011-11-08 13:20:00,3,1257.51,32,4,4,4,12,Champions
17584,2011-12-02 17:12:00,2,1242.3,8,5,3,4,12,Potential loyalists
14893,2011-11-30 12:31:00,2,1237.8500000000001,10,5,3,4,12,Potential loyalists
14684,2011-11-14 11:33:00,5,1236.28,26,4,4,4,12,Champions
12997,2011-11-17 15:47:00,4,1226.89,23,4,4,4,12,Champions
13208,2011-10-12 09:54:00,6,1223.9,59,3,5,4,12,Loyal
13491,2011-10-19 08:32:00,10,1215.82,52,3,5,4,12,Loyal
17410,2011-11-23 15:46:00,5,1214.72,17,4,4,4,12,Champions
18263,2011-11-14 09:00:00,3,1213.1599999999999,26,4,4,4,12,Champions
17800,2011-11-02 12:57:00,9,1199.01,38,3,5,4,12,Loyal
13118,2011-11-20 12:46:00,5,1197.81,20,4,4,4,12,Champions
13211,2011-11-29 14:43:00,3,1197.42,11,5,3,4,12,Potential loyalists
16042,2011-11-17 17:50:00,5,1197.27,23,4,4,4,12,Champions
17720,2011-11-13 15:04:00,4,1195.94,27,4,4,4,12,Champions
14737,2011-12-06 10:16:00,3,1164.55,4,5,3,4,12,Potential loyalists
14447,2011-11-21 08:28:00,5,1163.23,19,4,4,4,12,Champions
17348,2011-11-25 11:25:00,5,1159.52,15,4,4,4,12,Champions
13499,2011-11-22 11:21:00,5,1159.11,18,4,4,4,12,Champions
16184,2011-10-06 17:43:00,6,1158.79,65,3,5,4,12,Loyal
18125,2011-11-10 12:29:00,4,1142.99,30,4,4,4,12,Champions
17500,2011-11-22 14:25:00,3,1138.0,18,4,4,4,12,Champions
17302,2011-11-25 09:36:00,5,1135.63,15,4,4,4,12,Champions
14708,2011-12-07 08:21:00,3,1126.37,3,5,3,4,12,Potential loyalists
15436,2011-11-27 16:05:00,3,1122.53,13,5,3,4,12,Potential loyalists
16350,2011-11-18 15:53:00,4,1116.47,22,4,4,4,12,Champions
15933,2011-11-18 13:14:00,3,1107.46,22,4,4,4,12,Champions
16533,2011-11-20 13:08:00,3,1095.56,20,4,4,4,12,Champions
15745,2011-11-20 13:45:00,4,1094.59,20,4,4,4,12,Champions
15608,2011-11-11 13:20:00,4,1093.68,29,4,4,4,12,Champions
13521,2011-12-08 13:50:00,3,1093.65,2,5,3,4,12,Potential loyalists
17041,2011-11-13 11:21:00,3,1081.57,27,4,4,4,12,Champions
16200,2011-12-05 14:40:00,2,1080.6200000000001,5,5,3,4,12,Potential loyalists
15197,2011-11-29 10:00:00,3,1079.6100000000001,11,5,3,4,12,Potential loyalists
17214,2011-10-10 13:17:00,6,1069.1200000000001,61,3,5,4,12,Loyal
16918,2011-10-21 12:50:00,6,1068.82,50,3,5,4,12,Loyal
15027,2011-11-09 10:16:00,4,1066.1499999999999,31,4,4,4,12,Champions
12936,2011-11-22 17:32:00,4,1063.9,18,4,4,4,12,Champions
18130,2011-11-24 14:40:00,3,1059.39,16,4,4,4,12,Champions
16416,2011-11-13 12:50:00,3,1051.4,27,4,4,4,12,Champions
15073,2011-11-30 10:44:00,3,1043.41,10,5,3,4,12,Potential loyalists
13719,2011-11-24 15:26:00,5,1041.68,16,4,4,4,12,Champions
18221,2011-11-17 14:40:00,5,1041.61,23,4,4,4,12,Champions
14904,2011-12-07 12:55:00,2,1025.44,3,5,3,4,12,Potential loyalists
17096,2011-11-24 15:01:00,4,1022.13,16,4,4,4,12,Champions
13728,2011-11-03 10:49:00,6,1016.14,37,3,5,4,12,Loyal
14214,2011-11-09 10:31:00,5,1004.38,31,4,4,4,12,Champions
13410,2011-11-15 15:33:00,5,1003.06,25,4,4,4,12,Champions
14540,2011-11-30 10:15:00,3,996.26,10,5,3,4,12,Potential loyalists
15110,2011-11-16 11:16:00,4,996.1,24,4,4,4,12,Champions
16009,2011-11-17 16:51:00,4,992.71,23,4,4,4,12,Champions
17324,2011-11-22 10:34:00,4,990.23,18,4,4,4,12,Champions
16376,2011-12-01 11:38:00,2,987.01,9,5,3,4,12,Potential loyalists
17144,2011-12-08 17:57:00,2,984.57,2,5,3,4,12,Potential loyalists
14138,2011-12-08 12:44:00,2,982.3800000000001,2,5,3,4,12,Potential loyalists
16907,2011-11-10 18:04:00,5,981.65,30,4,4,4,12,Champions
16085,2011-11-16 13:24:00,5,981.51,24,4,4,4,12,Champions
15132,2011-11-21 17:10:00,5,977.9300000000001,19,4,4,4,12,Champions
15860,2011-10-30 11:25:00,8,977.21,41,3,5,4,12,Loyal
14522,2011-11-15 13:24:00,4,974.54,25,4,4,4,12,Champions
12994,2011-12-05 15:43:00,3,974.4200000000001,5,5,3,4,12,Potential loyalists
15747,2011-11-27 12:26:00,3,974.04,13,5,3,4,12,Potential loyalists
15793,2011-11-25 09:31:00,3,965.61,15,4,4,4,12,Champions
15156,2011-12-08 18:22:00,3,961.49,2,5,3,4,12,Potential loyalists
14629,2011-12-05 16:55:00,2,959.01,5,5,3,4,12,Potential loyalists
15948,2011-12-01 15:32:00,2,955.24,9,5,3,4,12,Potential loyalists
16511,2011-11-18 10:41:00,3,950.26,22,4,4,4,12,Champions
15787,2011-11-13 14:55:00,3,948.05,27,4,4,4,12,Champions
17289,2011-11-08 12:01:00,3,944.41,32,4,4,4,12,Champions
17227,2011-11-21 10:51:00,6,939.32,19,4,5,3,12,Loyal
16657,2011-11-30 11:48:00,4,933.62,10,5,4,3,12,Loyal
17323,2011-11-24 17:29:00,7,921.07,16,4,5,3,12,Loyal
13549,2011-11-14 09:20:00,7,918.2,26,4,5,3,12,Loyal
14141,2011-12-07 09:53:00,4,915.13,3,5,4,3,12,Loyal
18096,2011-11-28 12:44:00,3,911.15,12,5,4,3,12,Loyal
15511,2011-11-28 09:43:00,5,909.23,12,5,4,3,12,Loyal
15022,2011-11-28 12:35:00,4,905.04,12,5,4,3,12,Loyal
16361,2011-11-30 12:32:00,4,896.66,10,5,4,3,12,Loyal
17109,2011-11-10 16:59:00,6,885.04,30,4,5,3,12,Loyal
18236,2011-11-10 08:06:00,6,882.24,30,4,5,3,12,Loyal
16513,2011-12-05 10:18:00,4,874.59,5,5,4,3,12,Loyal
15208,2011-12-08 17:24:00,5,870.12,2,5,4,3,12,Loyal
13203,2011-11-30 10:45:00,4,869.46,10,5,4,3,12,Loyal
12680,2011-12-09 12:50:00,4,862.81,1,5,4,3,12,Loyal
14577,2011-11-27 12:47:00,4,859.71,13,5,4,3,12,Loyal
17929,2011-11-28 16:01:00,4,843.0,12,5,4,3,12,Loyal
17115,2011-12-01 14:30:00,3,837.5,9,5,4,3,12,Loyal
15862,2011-12-01 13:28:00,4,832.88,9,5,4,3,12,Loyal
12778,2011-11-20 11:30:00,6,822.23,20,4,5,3,12,Loyal
16891,2011-12-08 11:15:00,5,809.7,2,5,4,3,12,Loyal
15561,2011-11-28 11:07:00,4,800.59,12,5,4,3,12,Loyal
16438,2011-12-04 10:51:00,5,798.35,6,5,4,3,12,Loyal
16759,2011-12-02 12:42:00,3,789.79,8,5,4,3,12,Loyal
13323,2011-12-06 17:12:00,5,787.85,4,5,4,3,12,Loyal
13884,2011-12-02 16:30:00,5,787.6,8,5,4,3,12,Loyal
17006,2011-12-05 12:09:00,4,781.78,5,5,4,3,12,Loyal
17411,2011-11-27 14:25:00,3,778.94,13,5,4,3,12,Loyal
14883,2011-11-21 10:23:00,6,761.59,19,4,5,3,12,Loyal
13950,2011-11-28 14:44:00,4,745.06,12,5,4,3,12,Loyal
17812,2011-11-27 11:47:00,4,732.16,13,5,4,3,12,Loyal
13077,2011-12-08 19:24:00,4,729.27,2,5,4,3,12,Loyal
17888,2011-11-18 13:45:00,8,726.05,22,4,5,3,12,Loyal
12723,2011-12-06 10:19:00,5,725.07,4,5,4,3,12,Loyal
17884,2011-12-06 11:33:00,4,717.45,4,5,4,3,12,Loyal
13147,2011-11-29 13:59:00,4,712.8000000000001,11,5,4,3,12,Loyal
16015,2011-12-06 10:58:00,3,705.39,4,5,4,3,12,Loyal
13838,2011-12-04 11:00:00,4,691.73,6,5,4,3,12,Loyal
17502,2011-11-30 13:13:00,4,689.1,10,5,4,3,12,Loyal
16495,2011-12-06 13:20:00,3,684.41,4,5,4,3,12,Loyal
17883,2011-12-06 17:49:00,4,671.77,4,5,4,3,12,Loyal
17299,2011-11-28 12:01:00,4,669.11,12,5,4,3,12,Loyal
15031,2011-12-05 14:19:00,4,668.14,5,5,4,3,12,Loyal
15969,2011-12-07 11:06:00,3,666.1,3,5,4,3,12,Loyal
17523,2011-11-28 13:20:00,4,652.74,12,5,4,3,12,Loyal
15571,2011-11-28 10:02:00,4,650.4300000000001,12,5,4,3,12,Loyal
15028,2011-12-01 14:06:00,4,627.13,9,5,4,3,12,Loyal
16442,2011-12-08 11:43:00,3,616.79,2,5,4,3,12,Loyal
16005,2011-11-27 13:47:00,4,615.39,13,5,4,3,12,Loyal
13558,2011-12-04 11:24:00,4,605.06,6,5,4,3,12,Loyal
12654,2011-11-29 10:10:00,5,601.98,11,5,4,3,12,Loyal
17864,2011-11-27 11:15:00,3,597.5,13,5,4,3,12,Loyal
17014,2011-12-01 14:09:00,3,586.33,9,5,4,3,12,Loyal
12695,2011-12-02 13:22:00,4,582.1,8,5,4,3,12,Loyal
15550,2011-12-05 15:38:00,4,575.63,5,5,4,3,12,Loyal
17631,2011-12-08 09:47:00,3,528.33,2,5,4,3,12,Loyal
16892,2011-12-08 13:18:00,5,525.54,2,5,4,3,12,Loyal
14871,2011-12-06 13:42:00,4,522.38,4,5,4,3,12,Loyal
16500,2011-12-05 12:04:00,6,400.86,5,5,5,2,12,Loyal
12536,2011-10-27 14:20:00,3,12601.830000000002,44,3,3,5,11,Needs attention
13093,2011-03-09 12:14:00,8,7832.47,276,1,5,5,11,At risk
16182,2011-09-28 13:23:00,4,6617.65,73,2,4,5,11,At risk
17850,2010-12-02 15:27:00,34,5391.21,373,1,5,5,11,At risk
13505,2011-09-28 11:56:00,4,4393.63,73,2,4,5,11,At risk
14016,2011-07-01 11:29:00,4,4341.21,162,2,4,5,11,At risk
13555,2011-09-27 12:36:00,4,4149.28,74,2,4,5,11,At risk
15195,2011-12-07 12:20:00,1,3861.0,3,5,1,5,11,Needs attention
12502,2011-09-05 11:52:00,5,3723.87,96,2,4,5,11,At risk
16253,2011-10-04 09:09:00,2,3683.86,67,3,3,5,11,Needs attention
17230,2011-03-20 16:12:00,8,3638.41,265,1,5,5,11,At risk
12406,2011-11-17 19:22:00,2,3415.3,23,4,2,5,11,Potential loyalists
13373,2011-10-10 10:51:00,3,3312.25,61,3,3,5,11,Needs attention
14175,2011-10-11 11:55:00,3,3222.3,60,3,3,5,11,Needs attention
12456,2011-10-26 14:41:00,3,3181.04,45,3,3,5,11,Needs attention
17672,2011-10-20 14:18:00,2,3178.17,51,3,3,5,11,Needs attention
14235,2011-09-25 14:37:00,5,3144.86,76,2,4,5,11,At risk
13869,2011-08-08 13:53:00,4,3104.95,124,2,4,5,11,At risk
14565,2011-09-05 09:07:00,4,3099.12,96,2,4,5,11,At risk
16709,2011-09-16 10:56:00,5,3029.87,85,2,4,5,11,At risk
12916,2011-07-24 10:35:00,4,3006.15,139,2,4,5,11,At risk
17504,2011-05-17 12:59:00,9,2997.0299999999997,207,1,5,5,11,At risk
17084,2011-11-04 14:54:00,2,2949.75,36,3,3,5,11,Needs attention
17444,2011-07-15 12:05:00,3,2940.04,148,2,4,5,11,At risk
12438,2011-11-25 13:28:00,2,2906.85,15,4,2,5,11,Potential loyalists
15673,2011-09-12 16:12:00,4,2881.02,89,2,4,5,11,At risk
13901,2011-09-28 14:48:00,5,2867.2,73,2,4,5,11,At risk
14535,2011-10-10 15:39:00,3,2864.19,61,3,3,5,11,Needs attention
12578,2011-11-18 13:30:00,2,2794.51,22,4,2,5,11,Potential loyalists
15321,2011-09-30 09:40:00,3,2748.31,71,3,3,5,11,Needs attention
12840,2011-07-19 09:29:00,4,2726.77,144,2,4,5,11,At risk
12360,2011-10-18 15:22:00,3,2662.06,53,3,3,5,11,Needs attention
12520,2011-09-21 15:23:00,5,2634.26,80,2,4,5,11,At risk
13344,2011-10-03 09:45:00,3,2543.72,68,3,3,5,11,Needs attention
12455,2011-09-27 15:31:00,6,2466.86,74,2,4,5,11,At risk
15674,2011-09-27 15:17:00,5,2446.6,74,2,4,5,11,At risk
14163,2011-09-13 15:18:00,4,2445.91,88,2,4,5,11,At risk
17722,2011-09-04 15:22:00,4,2424.04,97,2,4,5,11,At risk
15980,2011-09-12 09:41:00,3,2398.86,89,2,4,5,11,At risk
13141,2011-09-16 09:54:00,5,2388.75,85,2,4,5,11,At risk
13908,2011-09-21 11:49:00,4,2369.55,80,2,4,5,11,At risk
17313,2011-11-08 15:45:00,1,2328.84,32,4,2,5,11,Potential loyalists
16735,2011-09-22 11:49:00,5,2300.56,79,2,4,5,11,At risk
16550,2011-08-23 11:12:00,5,2298.97,109,2,4,5,11,At risk
15704,2011-07-22 13:35:00,4,2293.62,141,2,4,5,11,At risk
16209,2011-09-12 11:58:00,5,2262.62,89,2,4,5,11,At risk
15235,2011-05-06 09:44:00,12,2247.51,218,1,5,5,11,At risk
18242,2011-09-28 13:43:00,4,2232.4900000000002,73,2,4,5,11,At risk
15797,2011-08-18 17:04:00,4,2207.4,114,2,4,5,11,At risk
16456,2011-09-01 13:50:00,5,2158.37,100,2,4,5,11,At risk
17400,2011-08-05 15:38:00,5,2129.96,127,2,4,5,11,At risk
13517,2011-10-11 11:43:00,3,2128.42,60,3,3,5,11,Needs attention
18173,2011-09-14 11:26:00,4,2106.84,87,2,4,5,11,At risk
18093,2011-09-07 15:43:00,4,2106.52,94,2,4,5,11,At risk
14306,2011-10-19 13:23:00,2,2093.32,52,3,3,5,11,Needs attention
17667,2011-10-04 14:32:00,5,2055.51,67,3,4,4,11,Loyal
16150,2011-10-28 12:39:00,5,2053.02,43,3,4,4,11,Loyal
14232,2011-10-28 11:09:00,5,2048.07,43,3,4,4,11,Loyal
16409,2011-11-03 16:45:00,5,2028.88,37,3,4,4,11,Loyal
14544,2011-11-15 15:06:00,2,2024.45,25,4,3,4,11,Potential loyalists
16098,2011-09-13 09:59:00,7,2005.63,88,2,5,4,11,At risk
17997,2011-09-26 16:13:00,8,1970.6699999999998,75,2,5,4,11,At risk
12674,2011-11-01 12:12:00,4,1970.6,39,3,4,4,11,Loyal
14498,2011-10-28 12:09:00,5,1957.32,43,3,4,4,11,Loyal
12853,2011-07-28 11:29:00,6,1957.1000000000001,135,2,5,4,11,At risk
14472,2011-08-28 11:01:00,8,1936.84,104,2,5,4,11,At risk
14210,2011-08-26 12:36:00,6,1905.8400000000001,106,2,5,4,11,At risk
15819,2011-10-21 14:50:00,4,1905.45,50,3,4,4,11,Loyal
12762,2011-12-02 10:23:00,2,1898.52,8,5,2,4,11,Potential loyalists
15367,2011-10-13 14:13:00,4,1877.59,58,3,4,4,11,Loyal
16986,2011-11-10 11:55:00,2,1873.2,30,4,3,4,11,Potential loyalists
13982,2011-10-31 16:24:00,4,1871.81,40,3,4,4,11,Loyal
16102,2011-10-28 13:19:00,3,1842.14,43,3,4,4,11,Loyal
18287,2011-10-28 09:29:00,3,1837.28,43,3,4,4,11,Loyal
15827,2011-09-27 15:35:00,14,1836.0900000000001,74,2,5,4,11,At risk
14665,2011-10-10 09:14:00,5,1835.7,61,3,4,4,11,Loyal
16153,2011-10-21 10:50:00,5,1824.23,50,3,4,4,11,Loyal
15260,2011-08-31 13:55:00,7,1810.77,101,2,5,4,11,At risk
13481,2011-10-25 09:07:00,5,1804.56,46,3,4,4,11,Loyal
16249,2011-10-18 10:07:00,5,1800.07,53,3,4,4,11,Loyal
17648,2011-10-10 09:41:00,4,1797.5,61,3,4,4,11,Loyal
13875,2011-10-17 09:36:00,5,1786.79,54,3,4,4,11,Loyal
15050,2011-11-14 16:17:00,3,1782.09,26,4,3,4,11,Potential loyalists
17092,2011-10-20 19:51:00,4,1777.78,51,3,4,4,11,Loyal
12645,2011-11-06 12:38:00,4,1775.18,34,3,4,4,11,Loyal
14387,2011-11-07 12:29:00,3,1770.56,33,4,3,4,11,Potential loyalists
16681,2011-09-28 11:11:00,6,1770.34,73,2,5,4,11,At risk
13157,2011-10-21 13:50:00,4,1741.22,50,3,4,4,11,Loyal
17930,2011-11-04 10:23:00,5,1740.48,36,3,4,4,11,Loyal
17043,2011-11-07 15:33:00,4,1735.18,33,3,4,4,11,Loyal
12407,2011-10-21 10:11:00,5,1708.1200000000001,50,3,4,4,11,Loyal
15240,2011-10-26 09:50:00,5,1706.57,45,3,4,4,11,Loyal
16007,2011-10-23 11:05:00,4,1701.94,48,3,4,4,11,Loyal
12530,2011-10-11 12:34:00,4,1662.28,60,3,4,4,11,Loyal
15826,2011-10-14 16:05:00,3,1654.31,57,3,4,4,11,Loyal
13750,2011-10-17 12:16:00,5,1647.26,54,3,4,4,11,Loyal
13627,2011-10-11 14:20:00,5,1638.47,60,3,4,4,11,Loyal
16515,2011-10-18 13:10:00,5,1627.13,53,3,4,4,11,Loyal
12947,2011-07-19 10:06:00,6,1603.99,144,2,5,4,11,At risk
16676,2011-11-06 12:01:00,4,1592.1200000000001,34,3,4,4,11,Loyal
14970,2011-10-02 13:44:00,4,1592.06,69,3,4,4,11,Loyal
13634,2011-11-06 13:40:00,5,1575.16,34,3,4,4,11,Loyal
15111,2011-11-10 16:58:00,3,1567.48,30,4,3,4,11,Potential loyalists
16394,2011-10-14 09:48:00,5,1555.34,57,3,4,4,11,Loyal
13107,2011-10-26 14:52:00,4,1531.6200000000001,45,3,4,4,11,Loyal
13213,2011-10-14 11:42:00,5,1520.58,57,3,4,4,11,Loyal
16053,2011-11-07 11:21:00,2,1511.95,33,4,3,4,11,Potential loyalists
13810,2011-11-11 08:33:00,3,1499.01,29,4,3,4,11,Potential loyalists
17571,2011-10-20 15:57:00,4,1498.51,51,3,4,4,11,Loyal
14414,2011-09-09 12:09:00,7,1496.98,92,2,5,4,11,At risk
13692,2011-11-15 11:17:00,3,1488.32,25,4,3,4,11,Potential loyalists
16395,2011-10-10 12:50:00,5,1486.9,61,3,4,4,11,Loyal
18016,2011-11-07 13:25:00,5,1483.56,33,3,4,4,11,Loyal
15128,2011-10-10 13:54:00,4,1471.0,61,3,4,4,11,Loyal
12882,2011-11-30 16:18:00,2,1463.04,10,5,2,4,11,Potential loyalists
14233,2011-10-21 15:54:00,4,1462.72,50,3,4,4,11,Loyal
17175,2011-10-26 15:31:00,4,1443.69,45,3,4,4,11,Loyal
14443,2011-10-17 10:10:00,4,1420.2,54,3,4,4,11,Loyal
16012,2011-11-04 13:25:00,3,1415.29,36,3,4,4,11,Loyal
15051,2011-11-16 15:38:00,3,1391.61,24,4,3,4,11,Potential loyalists
13516,2011-11-18 13:15:00,3,1389.41,22,4,3,4,11,Potential loyalists
13308,2011-11-17 09:31:00,3,1385.51,23,4,3,4,11,Potential loyalists
16389,2011-10-17 14:41:00,4,1382.07,54,3,4,4,11,Loyal
13813,2011-10-31 10:38:00,4,1366.8600000000001,40,3,4,4,11,Loyal
12646,2011-12-05 10:14:00,2,1346.97,5,5,2,4,11,Potential loyalists
15398,2011-11-23 16:47:00,2,1345.53,17,4,3,4,11,Potential loyalists
12463,2011-10-17 13:44:00,4,1344.78,54,3,4,4,11,Loyal
12620,2011-11-25 10:20:00,3,1339.41,15,4,3,4,11,Potential loyalists
16110,2011-10-25 14:35:00,3,1337.48,46,3,4,4,11,Loyal
13168,2011-11-03 12:56:00,4,1319.19,37,3,4,4,11,Loyal
14921,2011-11-09 13:17:00,2,1316.07,31,4,3,4,11,Potential loyalists
12576,2011-11-04 10:11:00,5,1315.83,36,3,4,4,11,Loyal
16040,2011-10-05 13:47:00,3,1313.55,66,3,4,4,11,Loyal
16120,2011-10-11 14:22:00,4,1309.14,60,3,4,4,11,Loyal
15494,2011-11-18 14:51:00,2,1299.23,22,4,3,4,11,Potential loyalists
16224,2011-10-13 17:51:00,4,1295.3,58,3,4,4,11,Loyal
12630,2011-11-30 10:48:00,2,1270.88,10,5,2,4,11,Potential loyalists
14916,2011-09-30 09:20:00,4,1268.98,71,3,4,4,11,Loyal
15199,2011-10-11 15:12:00,4,1268.7,60,3,4,4,11,Loyal
17158,2011-11-07 15:15:00,3,1266.97,33,3,4,4,11,Loyal
15497,2011-11-22 11:51:00,2,1262.2,18,4,3,4,11,Potential loyalists
17262,2011-10-18 12:56:00,5,1253.3600000000001,53,3,4,4,11,Loyal
13029,2011-11-09 09:13:00,3,1247.5,31,4,3,4,11,Potential loyalists
12985,2011-12-09 10:46:00,2,1239.38,1,5,2,4,11,Potential loyalists
18080,2011-11-21 08:02:00,2,1231.5,19,4,3,4,11,Potential loyalists
18171,2011-10-12 09:13:00,5,1231.31,59,3,4,4,11,Loyal
14913,2011-11-04 08:29:00,4,1227.43,36,3,4,4,11,Loyal
15227,2011-11-03 11:59:00,5,1219.4,37,3,4,4,11,Loyal
16653,2011-11-23 14:51:00,2,1212.66,17,4,3,4,11,Potential loyalists
17653,2011-11-03 12:46:00,4,1207.56,37,3,4,4,11,Loyal
16800,2011-11-28 14:06:00,1,1201.49,12,5,2,4,11,Potential loyalists
15605,2011-11-03 14:17:00,5,1198.23,37,3,4,4,11,Loyal
